ID,SEX,AGE,FO,TIP,dzh1_1,dzh1_2,dzh1_3,dzh1_4,dzh1_5,dzh1_6,dzh1_7,dzh1_8,dzh1_9,dzh1_10,dzh1_11,dzh1_12,dzh2_1,dzh2_2,dzh2_3,dzh2_4,dzh2_5,dzh2_6,dzh2_7,dzh2_8,dzh2_9,dzh2_10,dzh2_11,dzh2_12,dzh3,dzh4,dzh5_1,dzh5_2,dzh5_3,dzh5_4,dzh5_5,dzh5_6,dzh5_7,dzh5_8,dzh5_9,dzh5_10,dzh5_11,dzh5_12,dzh5_13,TV,d1,EDU,DOHOD_0,PROF1,PROF2,PROF3,weight1
07cfd36e5d0ce42a,Мужской,47.0,Южный федеральный округ,Город с численностью менее 50 тысяч,Беспородная собака,Породистая собака,Беспородная кошка,,,,,,,,,,Зоомагазины,,,,,,,,,,,,Нет,2,,,,,,,,,,,,,,Ежедневно менее четырех часов в день,Несколько раз в неделю,"Среднее профессиональное (техникум, колледж, ПТУ)",Плохое,"Работаю по договору, контракту в найме (за исключением находящихся в декретном отпуске, подрабатывающих студентов, пе...","Я работаю в КОММЕРЧЕСКОЙ организации, ее цель – получить прибыль (например, магазин, завод, фермерское хозяйство, АО/...","Сфера услуг, сервиса, бытового обслуживания Включает в том числе: Прачечная/химчистка, ремонт мебели, часов, ювелирны...",0.7896118811643689
07d00efa550cea80,Мужской,47.0,Южный федеральный округ,Город с численностью от 50 тысяч до 100 тысяч,Беспородная собака,Беспородная кошка,,,,,,,,,,,Ничего,,,,,,,,,,,,Нет,5- полностью удовлетворен,,,,,,,,,,,,,,Не смотрю,Провожу в интернете более четырех часов ежедневно,"Среднее профессиональное (техникум, колледж, ПТУ)",Плохое,Самозанятый,,Затрудняюсь ответить,0.7896118811643689
07d015da7e8cee4d,Мужской,54.0,Южный федеральный округ,Город с численностью от 50 тысяч до 100 тысяч,"Нет, домашних животных нет",,,,,,,,,,,,,,,,,,,,,,,,,,Громкий лай в позднее или раннее время,Отсутствие уборки за собаками во дворе,"Отсутствие уборки за собаками в доме (в лифте, в подъезде)","Укусы, нападения собак на людей",,,,,,,,,,Несколько раз в месяц,Провожу в интернете более четырех часов ежедневно,Среднее общее (10 или 11 классов школы с аттестатом),Среднее,"Временно не работаю, безработный",,,0.7896118811643689
07d0134dff0ce0d5,Мужской,51.0,Южный федеральный округ,Город с численностью менее 50 тысяч,"Нет, домашних животных нет",,,,,,,,,,,,,,,,,,,,,,,,,,"Укусы, нападения собак на людей",,,,,,,,,,,,,Несколько раз в неделю,Провожу в интернете более четырех часов ежедневно,"Среднее профессиональное (техникум, колледж, ПТУ)",Среднее,"Временно не работаю, безработный",,,0.7896118811643689
07d02678bb4cecc7,Мужской,55.0,Южный федеральный округ,Город с численностью менее 50 тысяч,Породистая собака,Беспородная кошка,,,,,,,,,,,Зоомагазины,Ветеринарные клиники,,,,,,,,,,,Не бываю с питомцем в общественных местах,5- полностью удовлетворен,,,,,,,,,,,,,,Несколько раз в неделю,Eжедневно менее четырех часов в день,"Среднее профессиональное (техникум, колледж, ПТУ)",Среднее,"Работаю по договору, контракту в найме (за исключением находящихся в декретном отпуске, подрабатывающих студентов, пе...","Я работаю в БЮДЖЕТНОЙ организации, которая безвозмездно оказывает услуги населению (детский сад, общеобразовательная,...",Другое (укажите),0.7896118811643689
07cfd728ae8ce12d,Мужской,59.0,Южный федеральный округ,Город с численностью от 50 тысяч до 100 тысяч,Другое,,,,,,,,,,,,Ничего,,,,,,,,,,,,Нет,,,,,,,,,,,,,,,Ежедневно менее четырех часов в день,Провожу в интернете более четырех часов ежедневно,Незаконченное высшее (с 3-го курса вуза) или законченное высшее,Хорошее,Работающий пенсионер,"Я работаю в БЮДЖЕТНОЙ организации, которая безвозмездно оказывает услуги населению (детский сад, общеобразовательная,...","Транспортировка и хранение (складское хозяйство) Включает в том числе: Перевозка грузов, ж/д, авиа, водный, космическ...",0.7589591487542944
07d013bee18ce247,Мужской,47.0,Южный федеральный округ,Город с численностью от 50 тысяч до 100 тысяч,"Нет, домашних животных нет",,,,,,,,,,,,,,,,,,,,,,,,,,Большое количество бродячих собак (из другого),,,,,,,,,,,,,Смотрю более четырех часов ежедневно,Провожу в интернете более четырех часов ежедневно,Незаконченное высшее (с 3-го курса вуза) или законченное высшее,Плохое,"Временно не работаю, безработный",,,0.7589591487542944
07cff79e300ce434,Мужской,45.0,Северо-Кавказский федеральный округ,Город с численностью от 50 тысяч до 100 тысяч,"Домашний скот (куры, коровы, козы и т.п.) (из другого)",Породистая собака,Породистая кошка,Беспородная кошка,,,,,,,,,Затрудняюсь ответить,,,,,,,,,,,,Нет,5- полностью удовлетворен,,,,,,,,,,,,,,Не смотрю,Не пользуюсь,Основное общее образование: окончил 9 (раньше 8) классов,Хорошее,"Работаю по договору, контракту в найме (за исключением находящихся в декретном отпуске, подрабатывающих студентов, пе...","Я работаю в КОММЕРЧЕСКОЙ организации, ее цель – получить прибыль (например, магазин, завод, фермерское хозяйство, АО/...","Транспортировка и хранение (складское хозяйство) Включает в том числе: Перевозка грузов, ж/д, авиа, водный, космическ...",0.9169127167574456
07d03c542d4ce478,Мужской,55.0,Северо-Кавказский федеральный округ,Город с численностью от 50 тысяч до 100 тысяч,Беспородная кошка,,,,,,,,,,,,Ветеринарные клиники,,,,,,,,,,,,Нет,,,,,,,,,,,,,,,Смотрю более четырех часов ежедневно,Eжедневно менее четырех часов в день,"Среднее профессиональное (техникум, колледж, ПТУ)",Плохое,"Временно не работаю, безработный",,,0.9169127167574456
07cfee7ed4cce2fa,Мужской,53.0,Северо-Кавказский федеральный округ,Город с численностью от 50 тысяч до 100 тысяч,"Нет, домашних животных нет",,,,,,,,,,,,,,,,,,,,,,,,,,Ничего не беспокоило,,,,,,,,,,,,,Смотрю более четырех часов ежедневно,Eжедневно менее четырех часов в день,Незаконченное высшее (с 3-го курса вуза) или законченное высшее,Хорошее,"Работаю по договору, контракту в найме (за исключением находящихся в декретном отпуске, подрабатывающих студентов, пе...","Я работаю в КОММЕРЧЕСКОЙ организации, ее цель – получить прибыль (например, магазин, завод, фермерское хозяйство, АО/...","Транспортировка и хранение (складское хозяйство) Включает в том числе: Перевозка грузов, ж/д, авиа, водный, космическ...",0.7351431289224419
07cfda2a6a0ce158,Мужской,55.0,Приволжский федеральный округ,Город с численностью менее 50 тысяч,Беспородная кошка,,,,,,,,,,,,Ничего,,,,,,,,,,,,Не бываю с питомцем в общественных местах,,,,,,,,,,,,,,,Ежедневно менее четырех часов в день,Несколько раз в неделю,Среднее общее (10 или 11 классов школы с аттестатом),Очень плохое,"Работаю по договору, контракту в найме (за исключением находящихся в декретном отпуске, подрабатывающих студентов, пе...","Я работаю в БЮДЖЕТНОЙ организации, которая безвозмездно оказывает услуги населению (детский сад, общеобразовательная,...","Здравоохранение Включает в том числе: поликлиники, медицинские центры, больницы, стационары,  «Скорая помощь», санатории",0.7718781268033552
07cfe9d31c8ce446,Мужской,46.0,Приволжский федеральный округ,Город с численностью менее 50 тысяч,Беспородная собака,,,,,,,,,,,,Затрудняюсь ответить,,,,,,,,,,,,Нет,5- полностью удовлетворен,,,,,,,,,,,,,,"Редко, но не менее одного раза в полгода",Провожу в интернете более четырех часов ежедневно,"Среднее профессиональное (техникум, колледж, ПТУ)",Среднее,"Работаю по договору, контракту в найме (за исключением находящихся в декретном отпуске, подрабатывающих студентов, пе...","Я работаю в КОММЕРЧЕСКОЙ организации, ее цель – получить прибыль (например, магазин, завод, фермерское хозяйство, АО/...","Сфера услуг, сервиса, бытового обслуживания Включает в том числе: Прачечная/химчистка, ремонт мебели, часов, ювелирны...",0.7718781268033552
07cfeee09f4ce98b,Мужской,54.0,Приволжский федеральный округ,Город с численностью от 50 тысяч до 100 тысяч,Беспородная кошка,Беспородная собака,,,,,,,,,,,Ветеринарные клиники,Зоомагазины,,,,,,,,,,,Нет,5- полностью удовлетворен,,,,,,,,,,,,,,Несколько раз в месяц,Несколько раз в неделю,"Среднее профессиональное (техникум, колледж, ПТУ)",Среднее,"Работаю по договору, контракту в найме (за исключением находящихся в декретном отпуске, подрабатывающих студентов, пе...","Я работаю в КОММЕРЧЕСКОЙ организации, ее цель – получить прибыль (например, магазин, завод, фермерское хозяйство, АО/...","Промышленность, производство (в т.ч. добывающие, обрабатывающие отрасли, энергетика) Включает в том числе: Завод, ком...",0.7718781268033552
07cfd388c5ccec8b,Мужской,55.0,Приволжский федеральный округ,Город с численностью менее 50 тысяч,Декоративные птицы,Другое,,,,,,,,,,,Ветеринарные клиники,,,,,,,,,,,,Нет,,,,,,,,,,,,,,,Ежедневно менее четырех часов в день,Eжедневно менее четырех часов в день,Незаконченное высшее (с 3-го курса вуза) или законченное высшее,Хорошее,"Предприниматель, собственник бизнеса",,"Строительство Включает в том числе: архитектура, проектирование, дизайн интерьера",0.7879721417909512
07cfdf9a1d4ce0f0,Мужской,48.0,Приволжский федеральный округ,Город с численностью менее 50 тысяч," Мелкие животные (хомячки, морские свинки, черепашки и т.п.)",,,,,,,,,,,,Ничего,,,,,,,,,,,,Не бываю с питомцем в общественных местах,,,,,,,,,,,,,,,Не смотрю,Провожу в интернете более четырех часов ежедневно,Незаконченное высшее (с 3-го курса вуза) или законченное высшее,Среднее,"Временно не работаю, безработный",,,0.7879721417909512
07cfe1826c4ce751,Мужской,54.0,Приволжский федеральный округ,Город с численностью менее 50 тысяч,"Нет, домашних животных нет",,,,,,,,,,,,,,,,,,,,,,,,,,Выгул в неположенных местах,,,,,,,,,,,,,Смотрю более четырех часов ежедневно,Несколько раз в неделю,Незаконченное высшее (с 3-го курса вуза) или законченное высшее,Хорошее,"Работаю по договору, контракту в найме (за исключением находящихся в декретном отпуске, подрабатывающих студентов, пе...","Работаю в правоохранительных органах, вооруженных силах, МЧС","Правоохранительные органы, силовые структуры, МЧС, военная служба Включает в том числе: Полиция, росгвардия, пожарно-...",0.7879721417909512
07cfe362cf0ce4ee,Мужской,52.0,Приволжский федеральный округ,Город с численностью менее 50 тысяч,Беспородная кошка,,,,,,,,,,,,Ветеринарные клиники,Зоомагазины,,,,,,,,,,,"Да, время от времени",,,,,,,,,,,,,,,Не смотрю,Eжедневно менее четырех часов в день,Незаконченное высшее (с 3-го курса вуза) или законченное высшее,Среднее,"Предприниматель, собственник бизнеса",,"Культура, искусство, спорт Включает в том числе: дома культуры, дома народного творчества, музеи, библиотеки,  концер...",0.7879721417909512
07cff05de14cee47,Мужской,47.0,Приволжский федеральный округ,Город с численностью от 50 тысяч до 100 тысяч,"Нет, домашних животных нет",,,,,,,,,,,,,,,,,,,,,,,,,,Громкий лай в позднее или раннее время,"Отсутствие уборки за собаками в доме (в лифте, в подъезде)",Отсутствие уборки за собаками во дворе,,,,,,,,,,,Не смотрю,Провожу в интернете более четырех часов ежедневно,Незаконченное высшее (с 3-го курса вуза) или законченное высшее,Среднее,"Работаю по договору, контракту в найме (за исключением находящихся в декретном отпуске, подрабатывающих студентов, пе...","Я работаю в КОММЕРЧЕСКОЙ организации, ее цель – получить прибыль (например, магазин, завод, фермерское хозяйство, АО/...","Промышленность, производство (в т.ч. добывающие, обрабатывающие отрасли, энергетика) Включает в том числе: Завод, ком...",0.7879721417909512
07d002bf434cecd7,Мужской,46.0,Приволжский федеральный округ,Город с численностью менее 50 тысяч,"Нет, домашних животных нет",,,,,,,,,,,,,,,,,,,,,,,,,,Ничего не беспокоило,,,,,,,,,,,,,"Редко, но не менее одного раза в полгода",Eжедневно менее четырех часов в день,Незаконченное высшее (с 3-го курса вуза) или законченное высшее,Очень плохое,"Временно не работаю, безработный",,,0.7879721417909512
07cffbd2b0cce261,Мужской,51.0,Уральский федеральный округ,Город с численностью менее 50 тысяч,Беспородная кошка,Беспородная собака,,,,,,,,,,,Ничего,,,,,,,,,,,,Нет,5- полностью удовлетворен,,,,,,,,,,,,,,Ежедневно менее четырех часов в день,Несколько раз в неделю,"Среднее профессиональное (техникум, колледж, ПТУ)",Среднее,"Работаю по договору, контракту в найме (за исключением находящихся в декретном отпуске, подрабатывающих студентов, пе...","Я работаю в КОММЕРЧЕСКОЙ организации, ее цель – получить прибыль (например, магазин, завод, фермерское хозяйство, АО/...","Правоохранительные органы, силовые структуры, МЧС, военная служба Включает в том числе: Полиция, росгвардия, пожарно-...",0.8094985329809342
07cfc63ae7cceea6,Мужской,54.0,Уральский федеральный округ,Город с численностью менее 50 тысяч,"Нет, домашних животных нет",,,,,,,,,,,,,,,,,,,,,,,,,,Громкий лай в позднее или раннее время,Большое количество бродячих собак (из другого),,,,,,,,,,,,Ежедневно менее четырех часов в день,Провожу в интернете более четырех часов ежедневно,Незаконченное высшее (с 3-го курса вуза) или законченное высшее,Среднее,"Временно не работаю, безработный",,,0.7165834720787603
07cfd553984ce54d,Мужской,52.0,Уральский федеральный округ,Город с численностью менее 50 тысяч,Породистая кошка,,,,,,,,,,,,Зоомагазины,Специально огороженные площадки для выгула или занятий домашних животных,ГрУминг-салоны (уход за животными),"Магазины, в которых можно находиться с животными",,,,,,,,,Нет,,,,,,,,,,,,,,,Не смотрю,Провожу в интернете более четырех часов ежедневно,Незаконченное высшее (с 3-го курса вуза) или законченное высшее,Плохое,"Предприниматель, собственник бизнеса",,"Торговля (оптовая, розничная, онлайн продажи; в т.ч. - недвижимость) Включает в том числе: Магазин, автосалон, аукцио...",0.7165834720787603
07cff6faa18ce192,Мужской,53.0,Уральский федеральный округ,Город с численностью менее 50 тысяч,"Нет, домашних животных нет",,,,,,,,,,,,,,,,,,,,,,,,,,Ничего не беспокоило,,,,,,,,,,,,,Не смотрю,Провожу в интернете более четырех часов ежедневно,Незаконченное высшее (с 3-го курса вуза) или законченное высшее,Хорошее,Работающий пенсионер,"Я работаю в КОММЕРЧЕСКОЙ организации, ее цель – получить прибыль (например, магазин, завод, фермерское хозяйство, АО/...","Сельское, лесное хозяйство, охота, рыболовство и рыбоводство Включает в том числе: Фермерское хозяйство, скотобойни, ...",0.7165834720787603
07cfb51b2e4cec75,Мужской,50.0,Сибирский федеральный округ,Город с численностью от 50 тысяч до 100 тысяч,Беспородная собака,Беспородная кошка,Декоративные птицы,Аквариумные рыбки,,,,,,,,,Зоомагазины,,,,,,,,,,,,Нет,5- полностью удовлетворен,,,,,,,,,,,,,,Смотрю более четырех часов ежедневно,Eжедневно менее четырех часов в день,Среднее общее (10 или 11 классов школы с аттестатом),Среднее,Неработающий пенсионер (в том числе по инвалидности),,,0.8073221838258999
07cfebd7d58ce9db,Мужской,51.0,Сибирский федеральный округ,Город с численностью менее 50 тысяч,"Домашний скот (куры, коровы, козы и т.п.) (из другого)",Породистая собака,Беспородная кошка,,,,,,,,,,Ничего,,,,,,,,,,,,"Да, время от времени",5- полностью удовлетворен,,,,,,,,,,,,,,Смотрю более четырех часов ежедневно,Несколько раз в месяц,Среднее общее (10 или 11 классов школы с аттестатом),Среднее,"Временно не работаю, безработный",,,0.8073221838258999
07cfb0bc828ce196,Мужской,53.0,Сибирский федеральный округ,Город с численностью от 50 тысяч до 100 тысяч,Породистая собака,,,,,,,,,,,,ГрУминг-салоны (уход за животными),Зоомагазины,Ветеринарные клиники,,,,,,,,,,Нет,3,,,,,,,,,,,,,,Несколько раз в неделю,Eжедневно менее четырех часов в день,Незаконченное высшее (с 3-го курса вуза) или законченное высшее,Очень хорошее,Работающий пенсионер,"Я работаю в КОММЕРЧЕСКОЙ организации, ее цель – получить прибыль (например, магазин, завод, фермерское хозяйство, АО/...","Промышленность, производство (в т.ч. добывающие, обрабатывающие отрасли, энергетика) Включает в том числе: Завод, ком...",0.7845048348136879
07cfc13b518cec79,Мужской,50.0,Сибирский федеральный округ,Город с численностью от 50 тысяч до 100 тысяч,"Нет, домашних животных нет",,,,,,,,,,,,,,,,,,,,,,,,,,Самовыгул собак (без поводка),Выгул агрессивных собак без намордника,"Отсутствие уборки за собаками в доме (в лифте, в подъезде)",,,,,,,,,,,Несколько раз в неделю,Eжедневно менее четырех часов в день,Незаконченное высшее (с 3-го курса вуза) или законченное высшее,Среднее,"Работаю по договору, контракту в найме (за исключением находящихся в декретном отпуске, подрабатывающих студентов, пе...","Я работаю в КОММЕРЧЕСКОЙ организации, ее цель – получить прибыль (например, магазин, завод, фермерское хозяйство, АО/...","Промышленность, производство (в т.ч. добывающие, обрабатывающие отрасли, энергетика) Включает в том числе: Завод, ком...",0.7845048348136879
07cfca0223cce366,Мужской,49.0,Сибирский федеральный округ,Поселок городского типа,Беспородная собака,,,,,,,,,,,,"Магазины, в которых можно находиться с животными",Ветеринарные клиники,Зоомагазины,Лапомойки в доме,Специализированные урны для утилизации отходов жизнедеятельности собак,"Кафе, в которых можно находиться с животными",ГрУминг-салоны (уход за животными),Специально огороженные площадки для выгула или занятий домашних животных,Стойки с пакетами для уборки за собаками,,,,Нет,5- полностью удовлетворен,,,,,,,,,,,,,,Смотрю более четырех часов ежедневно,Eжедневно менее четырех часов в день,Незаконченное высшее (с 3-го курса вуза) или законченное высшее,Хорошее,"Работаю по договору, контракту в найме (за исключением находящихся в декретном отпуске, подрабатывающих студентов, пе...","Я работаю в КОММЕРЧЕСКОЙ организации, ее цель – получить прибыль (например, магазин, завод, фермерское хозяйство, АО/...","Промышленность, производство (в т.ч. добывающие, обрабатывающие отрасли, энергетика) Включает в том числе: Завод, ком...",0.7845048348136879
07cfd5aff90cedcb,Мужской,59.0,Сибирский федеральный округ,Город с численностью менее 50 тысяч,"Нет, домашних животных нет",,,,,,,,,,,,,,,,,,,,,,,,,,"Отсутствие уборки за собаками в доме (в лифте, в подъезде)",,,,,,,,,,,,,Ежедневно менее четырех часов в день,Eжедневно менее четырех часов в день,Незаконченное высшее (с 3-го курса вуза) или законченное высшее,Хорошее,Работающий пенсионер,"Я работаю в КОММЕРЧЕСКОЙ организации, ее цель – получить прибыль (например, магазин, завод, фермерское хозяйство, АО/...","Жилищно-коммунальное хозяйство Включает в том числе: водоканал, горгаз, вывоз мусора, котельная,  сортировка и перера...",0.7845048348136879
07cfedcc4acce9e9,Мужской,52.0,Сибирский федеральный округ,Город с численностью от 50 тысяч до 100 тысяч,Породистая собака,,,,,,,,,,,,Ничего,,,,,,,,,,,,Нет,1 – совершенно не удовлетворен,,,,,,,,,,,,,,Не смотрю,Eжедневно менее четырех часов в день,Незаконченное высшее (с 3-го курса вуза) или законченное высшее,Среднее,"Работаю по договору, контракту в найме (за исключением находящихся в декретном отпуске, подрабатывающих студентов, пе...","Я работаю в КОММЕРЧЕСКОЙ организации, ее цель – получить прибыль (например, магазин, завод, фермерское хозяйство, АО/...","Транспортировка и хранение (складское хозяйство) Включает в том числе: Перевозка грузов, ж/д, авиа, водный, космическ...",0.7845048348136879
07cf9ae8f94cebe9,Мужской,53.0,Дальневосточный федеральный округ,Город с численностью менее 50 тысяч,"Нет, домашних животных нет",,,,,,,,,,,,,,,,,,,,,,,,,,Ничего не беспокоило,,,,,,,,,,,,,Смотрю более четырех часов ежедневно,Eжедневно менее четырех часов в день,Основное общее образование: окончил 9 (раньше 8) классов,Очень плохое,Неработающий пенсионер (в том числе по инвалидности),,,0.7331699775175684
07cfcc60bb8ce86a,Мужской,55.0,Дальневосточный федеральный округ,Город с численностью менее 50 тысяч,Породистая собака,Беспородная кошка,,,,,,,,,,,Зоомагазины,Ветеринарные клиники,,,,,,,,,,,"Да, время от времени",4,,,,,,,,,,,,,,Ежедневно менее четырех часов в день,Eжедневно менее четырех часов в день,"Среднее профессиональное (техникум, колледж, ПТУ)",Очень плохое,"Работаю по договору, контракту в найме (за исключением находящихся в декретном отпуске, подрабатывающих студентов, пе...","Я работаю в КОММЕРЧЕСКОЙ организации, ее цель – получить прибыль (например, магазин, завод, фермерское хозяйство, АО/...","Промышленность, производство (в т.ч. добывающие, обрабатывающие отрасли, энергетика) Включает в том числе: Завод, ком...",0.7331699775175684
07cfdac5dfccede9,Мужской,53.0,Дальневосточный федеральный округ,Город с численностью менее 50 тысяч,Беспородная собака,Беспородная кошка,"Домашний скот (куры, коровы, козы и т.п.) (из другого)",,,,,,,,,,Ветеринарные клиники,Специально огороженные площадки для выгула или занятий домашних животных,Специализированные урны для утилизации отходов жизнедеятельности собак,Зоомагазины,,,,,,,,,Нет,5- полностью удовлетворен,,,,,,,,,,,,,,Ежедневно менее четырех часов в день,Eжедневно менее четырех часов в день,"Среднее профессиональное (техникум, колледж, ПТУ)",Среднее,"Работаю по договору, контракту в найме (за исключением находящихся в декретном отпуске, подрабатывающих студентов, пе...","Я работаю в КОММЕРЧЕСКОЙ организации, ее цель – получить прибыль (например, магазин, завод, фермерское хозяйство, АО/...","Промышленность, производство (в т.ч. добывающие, обрабатывающие отрасли, энергетика) Включает в том числе: Завод, ком...",0.7331699775175684
07d0023a4fccefe3,Мужской,55.0,Центральный федеральный округ,Город с численностью от 100 тысяч до 500 тысяч,"Нет, домашних животных нет",,,,,,,,,,,,,,,,,,,,,,,,,,Отсутствие уборки за собаками во дворе,Выгул в неположенных местах,Выгул собак на длинном поводке,,,,,,,,,,,Ежедневно менее четырех часов в день,Eжедневно менее четырех часов в день,"Среднее профессиональное (техникум, колледж, ПТУ)",Среднее,Работающий пенсионер,"Я работаю в КОММЕРЧЕСКОЙ организации, ее цель – получить прибыль (например, магазин, завод, фермерское хозяйство, АО/...","Правоохранительные органы, силовые структуры, МЧС, военная служба Включает в том числе: Полиция, росгвардия, пожарно-...",0.7342166227846016
07d0049493cce0df,Мужской,53.0,Центральный федеральный округ,Город с численностью от 100 тысяч до 500 тысяч,Беспородная кошка,,,,,,,,,,,,Ничего,,,,,,,,,,,,"Да, часто",,,,,,,,,,,,,,,Не смотрю,Eжедневно менее четырех часов в день,Среднее общее (10 или 11 классов школы с аттестатом),Среднее,"Работаю по договору, контракту в найме (за исключением находящихся в декретном отпуске, подрабатывающих студентов, пе...","Я работаю в КОММЕРЧЕСКОЙ организации, ее цель – получить прибыль (например, магазин, завод, фермерское хозяйство, АО/...","Строительство Включает в том числе: архитектура, проектирование, дизайн интерьера",0.7342166227846016
07d02382810cefea,Мужской,46.0,Центральный федеральный округ,Город с численностью от 100 тысяч до 500 тысяч,"Нет, домашних животных нет",,,,,,,,,,,,,,,,,,,,,,,,,,Самовыгул собак (без поводка),,,,,,,,,,,,,Не смотрю,Провожу в интернете более четырех часов ежедневно,"Среднее профессиональное (техникум, колледж, ПТУ)",Среднее,"Работаю по договору, контракту в найме (за исключением находящихся в декретном отпуске, подрабатывающих студентов, пе...","Я работаю в КОММЕРЧЕСКОЙ организации, ее цель – получить прибыль (например, магазин, завод, фермерское хозяйство, АО/...",Другое (укажите),0.7342166227846016
07cfd5d547cce729,Мужской,54.0,Центральный федеральный округ,Город с численностью от 100 тысяч до 500 тысяч,"Нет, домашних животных нет",,,,,,,,,,,,,,,,,,,,,,,,,,Отсутствие уборки за собаками во дворе,,,,,,,,,,,,,Ежедневно менее четырех часов в день,Не пользуюсь,"Среднее профессиональное (техникум, колледж, ПТУ)",Среднее,Неработающий пенсионер (в том числе по инвалидности),,,0.6441189542889358
07cfe1d8a90ce185,Мужской,46.0,Центральный федеральный округ,Город с численностью от 100 тысяч до 500 тысяч,"Нет, домашних животных нет",,,,,,,,,,,,,,,,,,,,,,,,,,Ничего не беспокоило,,,,,,,,,,,,,Не смотрю,Провожу в интернете более четырех часов ежедневно,"Среднее профессиональное (техникум, колледж, ПТУ)",Очень плохое,"Работаю по договору, контракту в найме (за исключением находящихся в декретном отпуске, подрабатывающих студентов, пе...","Я работаю в КОММЕРЧЕСКОЙ организации, ее цель – получить прибыль (например, магазин, завод, фермерское хозяйство, АО/...","Промышленность, производство (в т.ч. добывающие, обрабатывающие отрасли, энергетика) Включает в том числе: Завод, ком...",0.6441189542889358
07cfe404490ce3c8,Мужской,59.0,Центральный федеральный округ,Город с численностью от 100 тысяч до 500 тысяч,Беспородная кошка,Беспородная собака," Мелкие животные (хомячки, морские свинки, черепашки и т.п.)"," Мелкие животные (хомячки, морские свинки, черепашки и т.п.)",,,,,,,,,Ветеринарные клиники,Специально огороженные площадки для выгула или занятий домашних животных,Зоомагазины,,,,,,,,,,Нет,5- полностью удовлетворен,,,,,,,,,,,,,,Смотрю более четырех часов ежедневно,Eжедневно менее четырех часов в день,"Среднее профессиональное (техникум, колледж, ПТУ)",Среднее,Неработающий пенсионер (в том числе по инвалидности),,,0.6441189542889358
07cff1bcfb8cee8f,Мужской,52.0,Центральный федеральный округ,Город с численностью от 100 тысяч до 500 тысяч,Беспородная кошка,,,,,,,,,,,,Специально огороженные площадки для выгула или занятий домашних животных,,,,,,,,,,,,Затрудняюсь ответить,,,,,,,,,,,,,,,Смотрю более четырех часов ежедневно,Провожу в интернете более четырех часов ежедневно,"Среднее профессиональное (техникум, колледж, ПТУ)",Среднее,"Работаю по договору, контракту в найме (за исключением находящихся в декретном отпуске, подрабатывающих студентов, пе...","Я работаю в КОММЕРЧЕСКОЙ организации, ее цель – получить прибыль (например, магазин, завод, фермерское хозяйство, АО/...","Промышленность, производство (в т.ч. добывающие, обрабатывающие отрасли, энергетика) Включает в том числе: Завод, ком...",0.6441189542889358
07d0240bbbccef80,Мужской,51.0,Центральный федеральный округ,Город с численностью от 100 тысяч до 500 тысяч,Беспородная собака,,,,,,,,,,,,"Магазины, в которых можно находиться с животными",Зоомагазины,Ветеринарные клиники,,,,,,,,,,"Да, время от времени",3,,,,,,,,,,,,,,Ежедневно менее четырех часов в день,Eжедневно менее четырех часов в день,"Среднее профессиональное (техникум, колледж, ПТУ)",Хорошее,Самозанятый,,"Строительство Включает в том числе: архитектура, проектирование, дизайн интерьера",0.6441189542889358
07cfde6c8fcce6c7,Мужской,47.0,Центральный федеральный округ,Город с численностью от 100 тысяч до 500 тысяч,Породистая собака,,,,,,,,,,,,"Магазины, в которых можно находиться с животными",Специально огороженные площадки для выгула или занятий домашних животных,Зоомагазины,ГрУминг-салоны (уход за животными),Специализированные урны для утилизации отходов жизнедеятельности собак,Ветеринарные клиники,,,,,,,Нет,5- полностью удовлетворен,,,,,,,,,,,,,,Несколько раз в неделю,Eжедневно менее четырех часов в день,Незаконченное высшее (с 3-го курса вуза) или законченное высшее,Среднее,"Работаю по договору, контракту в найме (за исключением находящихся в декретном отпуске, подрабатывающих студентов, пе...","Я работаю в БЮДЖЕТНОЙ организации, которая безвозмездно оказывает услуги населению (детский сад, общеобразовательная,...","Образование, наука Включает в том числе: ясли, детский сад, школа, ССУЗ, вуз, научно-исследовательские институты, центры",0.5852409720875975
07d002a10e4ce592,Мужской,50.0,Центральный федеральный округ,Город с численностью от 100 тысяч до 500 тысяч,"Нет, домашних животных нет",,,,,,,,,,,,,,,,,,,,,,,,,,Громкий лай в позднее или раннее время,,,,,,,,,,,,,Несколько раз в неделю,Несколько раз в неделю,Незаконченное высшее (с 3-го курса вуза) или законченное высшее,Среднее,"Работаю по договору, контракту в найме (за исключением находящихся в декретном отпуске, подрабатывающих студентов, пе...","Я работаю в БЮДЖЕТНОЙ организации, которая безвозмездно оказывает услуги населению (детский сад, общеобразовательная,...","Образование, наука Включает в том числе: ясли, детский сад, школа, ССУЗ, вуз, научно-исследовательские институты, центры",0.5852409720875975
